datetime,close,ema_8,ema_21,ema_50,rsi_14,macd,macd_signal,doji,hammer,engulfing,vwap
2024-12-10 04:52:00,443.1,443.1876910561249,443.217012311335,443.2342666519523,31.707317073172078,-0.021415249672031678,-0.01116708460630842,0,0,0,443.22055711873946
2024-12-10 04:53:00,443.16,443.18153748809715,443.21182937394093,443.23135423422866,40.42553191489567,-0.023083082983305303,-0.013550284281707795,0,0,0,443.2135906374502
2024-12-10 04:55:00,443.17,443.17897360185333,443.2080267035827,443.22894818582756,39.13043478261192,-0.023329014119099156,-0.015506030249186068,0,0,0,443.2118803827752
2024-12-10 04:56:00,443.18,443.17920169033033,443.2054788214388,443.22702864912844,39.13043478261192,-0.022458116699908715,-0.0168964475393306,0,0,0,443.2116231608923
2024-12-10 04:57:00,443.3,443.2060457591458,443.21407165585345,443.22989027073123,53.57142857143038,-0.01194720713561992,-0.015906599458588463,0,0,0,443.220012886598
2024-12-10 04:58:00,443.35,443.23803559044677,443.22642877804856,443.23460045619277,55.172413793103786,0.00041259046759023477,-0.012642761473352724,0,0,0,443.2296779324056
2024-12-10 04:59:00,443.31,443.2540276814586,443.23402616186235,443.23755730104796,58.18181818181574,0.006900607501791001,-0.008734087678323978,0,0,0,443.229773629865
2024-12-10 05:00:00,443.28,443.25979930780113,443.23820560169304,443.2392217206147,56.14035087719246,0.009512009935974675,-0.0050848681554642484,1,0,0,443.2327038145101
2024-12-10 05:01:00,443.32,443.27317723940087,443.24564145608457,443.24238949627687,62.06896551723935,0.014640464721310309,-0.0011398015801093366,0,0,0,443.2327690582959
2024-12-10 05:02:00,443.3,443.27913785286734,443.25058314189505,443.244648731717,61.01694915254139,0.016896200354040047,0.00246739880672054,0,0,0,443.23486241853726
2024-12-10 05:03:00,443.38,443.3015516633413,443.26234831081365,443.2499566245908,64.06249999999959,0.024852731686223706,0.006944465382621175,0,0,0,443.2493809058325
2024-12-10 05:04:00,443.38,443.3189846270432,443.2730439189215,443.25505636480295,62.29508196721097,0.030803259291928953,0.01171622416448273,1,0,0,443.25200830140477
2024-12-10 05:05:00,443.5,443.35921026547805,443.2936762899286,443.2646619975558,71.42857142857258,0.04468696884862311,0.018310373101310805,0,0,0,443.2633424741011
2024-12-10 05:06:00,443.53,443.39716353981623,443.31516026357144,443.27506740941635,72.22222222222265,0.057448428257998785,0.026137984132648402,0,0,0,443.27858661304214
2024-12-10 05:07:00,443.51,443.42223830874593,443.3328729668831,443.28428045218436,82.53968253968026,0.06519659812852296,0.033949706931823316,1,1,0,443.2932212055974
2024-12-10 05:08:00,443.41,443.41951868458017,443.3398845153483,443.2892106305301,68.65671641791158,0.06254691243583466,0.039669148032625584,0,0,0,443.2939085072231
2024-12-10 05:09:00,443.52,443.4418478657846,443.3562586503166,443.2982611940387,72.72727272727272,0.06853309130985963,0.04544193668807239,0,0,0,443.2939689756619
2024-12-10 05:10:00,443.46,443.44588167338804,443.365689682106,443.30460389231166,67.07317073170698,0.06765578881726242,0.0498847071139104,0,0,0,443.29787150692084
2024-12-10 05:11:00,443.62,443.4845746348574,443.38880880191454,443.31697236712296,68.60465116279124,0.07896097018277715,0.055699959727683754,0,0,0,443.3071848846056
2024-12-10 05:12:00,443.62,443.51466916044467,443.40982618355866,443.32885580370635,66.66666666666666,0.08691846589442775,0.06194366096103256,0,0,0,443.3163490891186
2024-12-10 05:13:00,443.64,443.5425204581236,443.4307510759624,443.3410575368943,70.88607594936855,0.09375788884915437,0.06830650653865693,0,0,0,443.32683420676506
2024-12-10 05:14:00,443.96,443.6352936896517,443.4788646145113,443.36532979034945,81.48148148148557,0.12357501066441046,0.07936020736380764,0,0,0,443.33073153409083
2024-12-10 05:16:00,443.9,443.6941173141735,443.51714964955573,443.3862972495515,76.36363636363919,0.1407414165234968,0.09163644919574547,0,0,0,443.33086627218927
2024-12-10 05:17:00,443.88,443.73542457769054,443.5501360450507,443.405658141726,76.36363636363919,0.1509915474213699,0.10350746884087035,0,0,0,443.33151536643015
2024-12-10 05:18:00,443.84,443.75866356042593,443.57648731368243,443.42269115577596,71.69811320754849,0.15411069217134354,0.113628113506965,0,0,0,443.33366996233514
2024-12-10 05:19:00,443.91,443.7922938803313,443.6068066488022,443.4418013065299,73.4513274336309,0.16038226492787544,0.1229789437911471,0,0,0,443.35933648223113
2024-12-10 05:20:00,443.89,443.8140063513688,443.6325514989111,443.4593777258817,68.9320388349513,0.16187273059261997,0.13075770115144167,0,0,0,443.359813483146
2024-12-10 05:21:00,443.78,443.8064493843979,443.645955908101,443.47195114839616,61.261261261261126,0.1524208420896116,0.13509032933907567,0,0,0,443.3608495852947
2024-12-10 05:22:00,443.64,443.76946063230946,443.6454144619099,443.4785412994394,55.28455284552819,0.13211043551785906,0.13449435057483233,0,0,0,443.37865897166836
2024-12-10 05:23:00,443.69,443.7518027140185,443.6494676926454,443.4868337975006,61.86440677965921,0.11868079577624258,0.1313316396151144,0,0,0,443.37898532494756
2024-12-10 05:24:00,443.46,443.68695766645885,443.6322433569503,443.48578149171624,47.69230769230782,0.08845893220916423,0.12275709813392438,0,0,0,443.3879836004472
2024-12-10 05:25:00,443.42,443.6276337405791,443.61294850631845,443.4832018253744,48.43750000000153,0.060581871782403596,0.11032205286362023,0,0,0,443.38842492188934
2024-12-10 05:26:00,443.71,443.6459373537837,443.6217713693804,443.49209587143815,53.19148936170118,0.061184381456200754,0.10049451858213634,0,0,0,443.38895596330275
2024-12-10 05:27:00,443.44,443.60017349738735,443.6052466994367,443.49005289608766,44.642857142856954,0.03942071374819989,0.08827975761534905,0,0,0,443.3890681069205
2024-12-10 05:28:00,443.48,443.57346827574577,443.5938606358515,443.48965866486856,45.294117647059885,0.025111051427074926,0.07564601637769422,1,1,0,443.3894494074749
2024-12-10 05:29:00,443.78,443.61936421446893,443.6107823962286,443.5010445995796,44.642857142856954,0.03754523563213752,0.06802586022858288,0,0,0,443.41281282139187
2024-12-10 05:30:00,443.6,443.61506105569805,443.6098021783896,443.50492520351764,41.666666666667716,0.032500277552003354,0.06092074369326698,0,0,0,443.4129410757109
2024-12-10 05:31:00,443.75,443.6450474877651,443.6225474348996,443.5145359798503,46.63212435233163,0.04014311349999389,0.056765217654612364,0,0,0,443.4199513586045
2024-12-10 05:32:00,443.73,443.66392582381735,443.63231584990876,443.5229855492679,47.12041884816853,0.04407817740803921,0.05422780960529773,0,0,0,443.43834490375514
2024-12-10 05:33:00,443.84,443.70305341852463,443.6511962271898,443.5354174885123,48.205128205126755,0.05543381804926639,0.054469011294091464,0,0,0,443.4505721278874
2024-12-10 05:34:00,443.8,443.7245971032969,443.66472384289983,443.5457932732765,47.71573604060947,0.0605080798844142,0.05567682501215602,1,1,0,443.45211544319227
2024-12-10 05:35:00,443.64,443.70579774700866,443.662476220818,443.54948765471664,46.53465346534645,0.05103055761981068,0.05474757153368695,0,0,0,443.4527712854759
