Step,Action,Price,Portfolio Value
2025,[0 2 0],446.73,10550.53929999996
2026,[2 1 0],446.73,10550.53929999996
2027,[0 2 2],446.72,10549.33929999996
2028,[0 0 1],447.18,10549.33929999996
2029,[2 2 1],447.0,10558.33929999996
2030,[0 2 2],447.02,10553.83929999996
2031,[2 2 1],447.1,10553.83929999996
2032,[0 0 1],447.24,10554.58929999996
2033,[0 0 1],447.16,10556.08929999996
2034,[2 1 1],447.19,10556.08929999996
2035,[2 0 2],447.35,10547.839299999958
2036,[1 0 0],447.29,10547.839299999958
2037,[0 0 1],447.3,10546.459299999957
2038,[1 0 1],447.31,10546.649299999957
2039,[1 1 0],447.58,10546.909299999956
2040,[0 1 2],447.56,10553.209299999957
2041,[1 1 2],447.56,10552.749299999956
2042,[1 1 0],447.37,10552.749299999956
2043,[2 1 0],447.3,10548.379299999957
2044,[1 1 0],447.17,10553.179299999956
2045,[2 1 1],447.2,10549.819299999956
2046,[2 2 1],447.21,10551.339299999956
2047,[2 1 2],447.2,10549.839299999956
2048,[0 0 1],447.22,10549.839299999956
2049,[0 0 1],447.2,10549.089299999956
2050,[0 2 2],447.23,10545.339299999956
2051,[0 0 2],447.1,10545.339299999956
2052,[2 1 2],447.2,10545.339299999956
2053,[1 1 0],447.22,10541.259299999956
2054,[0 1 1],447.4,10542.699299999955
2055,[2 0 1],447.49,10545.099299999954
2056,[0 2 1],447.4,10547.159299999958
2057,[1 0 2],447.36,10552.479299999959
2058,[0 0 0],447.36,10552.479299999959
2059,[0 0 0],447.27,10552.479299999959
2060,[0 2 1],447.48,10552.479299999959
2061,[1 0 2],447.22,10555.519299999958
2062,[1 1 1],447.39,10555.519299999958
2063,[1 2 2],447.33,10559.409299999956
2064,[2 0 1],447.37,10558.029299999956
2065,[0 0 0],447.35,10559.549299999955
2066,[0 1 1],447.28,10548.149299999954
2067,[2 0 2],447.34,10548.149299999954
2068,[1 2 2],447.22,10548.149299999954
2069,[1 1 0],447.17,10545.389299999955
2070,[1 1 0],447.3,10544.239299999954
2071,[2 2 0],447.4,10547.229299999954
2072,[2 2 2],447.49,10547.229299999954
2073,[0 2 0],447.42,10547.229299999954
2074,[1 0 1],447.5,10547.229299999954
2075,[2 1 0],447.67,10549.029299999955
2076,[1 2 2],447.65,10561.869299999955
2077,[0 2 1],447.85,10561.869299999955
2078,[0 2 0],447.86,10560.349299999953
2079,[2 2 2],447.97,10561.109299999955
2080,[2 1 0],447.82,10561.109299999955
2081,[2 1 1],447.76,10561.829299999952
2082,[1 1 2],447.87,10559.229299999954
2083,[2 1 2],447.73,10554.669299999954
2084,[2 0 1],447.73,10560.458099999954
2085,[1 1 1],447.73,10557.569299999954
2086,[0 1 0],447.71,10550.329299999954
2087,[1 2 1],447.45,10555.289299999955
2088,[0 1 2],447.76,10558.329299999954
2089,[0 0 1],447.6,10558.329299999954
2090,[0 1 1],447.525,10558.329299999954
2091,[2 2 2],447.35,10562.889299999955
2092,[0 1 0],447.475,10562.889299999955
2093,[1 0 0],447.52,10563.129299999955
2094,[0 0 2],447.59,10573.689299999955
2095,[2 2 1],447.65,10582.569299999956
2096,[2 2 1],447.45,10584.089299999954
2097,[0 0 1],447.68,10581.049299999953
2098,[0 2 2],447.735,10581.049299999953
2099,[2 2 0],447.76,10581.049299999953
2100,[0 2 2],447.6,10581.049299999953
2101,[2 2 1],448.0,10581.049299999953
2102,[2 0 1],447.925,10588.109699999952
2103,[0 2 2],448.0,10589.439699999954
2104,[2 0 0],447.63,10589.439699999954
2105,[0 1 1],447.95,10589.439699999954
2106,[2 2 2],447.83,10589.064699999954
2107,[1 1 1],447.9,10589.064699999954
2108,[1 2 2],447.973,10590.734699999952
2109,[0 0 1],447.96,10592.413699999954
2110,[2 2 0],448.0919,10592.184699999954
2111,[1 0 0],447.66,10592.154699999954
2112,[1 0 1],447.8,10582.240999999955
2113,[1 1 0],447.8,10585.410999999953
2114,[1 0 2],447.69,10585.380999999954
2115,[2 0 2],447.47,10582.850999999955
2116,[1 0 0],447.55,10582.850999999955
2117,[1 2 1],447.43,10584.690999999953
2118,[0 0 1],447.81,10581.990999999953
2119,[2 1 2],447.44,10590.690999999953
2120,[2 1 0],447.51,10577.010999999953
2121,[2 0 0],447.35,10571.510999999953
2122,[0 0 1],447.68,10572.510999999953
2123,[1 2 0],448.04,10564.260999999953
2124,[2 1 0],448.19,10564.260999999953
2125,[0 0 1],448.1,10554.440999999953
2126,[1 0 2],447.76,10555.440999999953
2127,[1 0 2],447.6839,10567.690999999953
2128,[1 1 2],447.89,10590.440999999953
2129,[2 2 0],448.155,10599.190999999953
2130,[0 2 2],448.3599,10599.190999999953
2131,[2 0 0],448.13,10599.190999999953
2132,[0 1 1],448.18,10599.190999999953
2133,[1 2 0],448.25,10591.190999999953
2134,[0 2 0],448.14,10591.190999999953
2135,[2 0 1],448.14,10591.190999999953
2136,[0 0 0],448.34,10583.613799999954
2137,[1 0 1],448.36,10582.466199999953
2138,[2 1 0],447.92,10611.710999999952
2139,[1 0 0],448.125,10612.470999999954
2140,[1 0 1],448.045,10607.150999999954
2141,[1 0 2],447.84,10611.710999999952
2142,[2 1 0],447.51,10611.710999999952
2143,[0 2 0],447.815,10619.085999999952
2144,[1 1 1],447.87,10619.085999999952
2145,[0 1 0],447.88,10620.150999999953
2146,[0 0 0],448.05,10620.350999999951
2147,[2 1 0],447.5,10624.250999999951
2148,[0 0 2],447.6,10626.130999999952
2149,[0 1 2],447.97,10627.57099999995
2150,[2 2 1],447.83,10643.82099999995
2151,[0 0 0],447.5,10638.815999999952
2152,[0 2 0],447.5,10624.185999999952
2153,[1 1 2],447.51,10634.19599999995
2154,[1 0 2],447.67,10634.19599999995
2155,[0 2 0],447.79,10637.875999999951
2156,[2 2 0],447.7899,10640.635999999951
2157,[1 1 1],447.395,10640.635999999951
2158,[0 2 2],447.33,10631.55129999995
2159,[1 2 0],447.35,10630.056299999951
2160,[1 2 0],447.27,10630.516299999952
2161,[1 1 2],447.26,10628.67629999995
2162,[1 1 1],447.42,10628.44629999995
2163,[2 2 2],447.0798,10632.236299999951
2164,[2 2 0],446.96,10632.236299999951
2165,[1 1 2],447.0,10632.236299999951
2166,[1 0 1],446.9999,10633.156299999951
2167,[0 0 2],446.99,10633.053999999951
2168,[0 0 1],446.83,10632.826299999952
2169,[2 0 1],447.0,10629.176299999952
2170,[2 0 2],447.0,10631.486299999951
2171,[0 1 1],447.18,10631.486299999951
2172,[0 0 0],447.64,10576.631399999951
2173,[0 2 1],449.63,10626.878899999952
2174,[0 0 2],449.8,10625.338899999955
2175,[1 2 2],449.9,10625.338899999955
2176,[2 1 2],450.3744,10627.638899999954
2177,[0 1 0],451.33,10690.638899999954
2178,[1 2 1],451.8899,10657.136399999954
2179,[2 0 1],452.01,10655.981399999955
2180,[1 2 1],453.0664,10608.626399999954
2181,[2 2 0],452.8025,10609.396399999954
2182,[1 0 2],453.18,10596.306399999954
2183,[1 1 2],452.7876,10596.306399999954
2184,[2 1 2],452.77,10587.281199999954
2185,[2 1 2],452.14,10606.128699999956
2186,[0 1 0],451.8555,10630.028699999955
2187,[1 2 1],452.43,10609.653699999955
2188,[1 2 2],453.02,10609.900099999957
2189,[2 0 2],452.9,10609.900099999957
2190,[1 1 0],453.4501,10609.900099999957
2191,[2 1 0],452.93,10622.552399999959
2192,[1 1 0],453.2024,10660.627399999958
2193,[0 1 0],452.61,10694.752399999958
2194,[2 0 1],452.29,10692.999899999957
2195,[2 0 2],451.51,10738.252399999958
2196,[0 0 2],450.97,10759.782399999958
2197,[0 1 1],451.35,10729.502399999958
2198,[1 1 0],451.6815,10701.752399999958
2199,[0 1 0],451.25,10670.752399999958
2200,[1 1 1],451.205,10651.352399999958
2201,[2 2 0],451.25,10635.834899999958
2202,[1 0 0],451.1548,10635.834899999958
2203,[0 0 1],451.6133,10633.645299999958
2204,[0 0 2],451.98,10643.925199999956
2205,[2 1 0],452.215,10652.359299999958
2206,[0 0 0],452.56,10685.58679999996
2207,[2 1 2],453.25,10725.10679999996
2208,[2 0 1],453.59,10743.009299999958
2209,[2 2 1],453.53,10740.749299999956
2210,[1 2 0],453.7825,10739.969299999957
2211,[1 0 0],453.39,10743.479299999955
2212,[0 0 1],452.95,10739.532499999958
2213,[0 1 2],453.14,10726.366099999957
2214,[0 0 1],452.94,10726.366099999957
2215,[2 2 0],452.2,10732.613899999957
2216,[1 0 2],451.855,10716.616099999957
2217,[2 0 2],451.67,10716.616099999957
2218,[2 0 0],451.3731,10716.616099999957
2219,[2 1 1],450.92,10716.616099999957
2220,[0 2 0],451.4422,10699.491099999957
2221,[2 0 0],451.285,10699.491099999957
2222,[0 2 1],451.53,10699.491099999957
2223,[2 1 1],451.68,10676.098899999959
2224,[0 0 2],451.905,10658.93889999996
2225,[0 2 1],452.03,10658.93889999996
2226,[0 0 1],451.97,10641.77109999996
2227,[2 0 1],451.45,10631.63889999996
2228,[0 2 0],451.32,10654.648899999958
2229,[2 2 0],451.75,10674.359499999959
2230,[1 0 1],452.7,10655.81889999996
2231,[2 0 1],452.86,10658.07309999996
2232,[2 0 0],453.3071,10680.38889999996
2233,[0 0 1],452.9109,10690.91109999996
2234,[2 0 2],452.42,10691.698899999958
2235,[2 0 2],453.0,10691.698899999958
2236,[2 2 2],453.21,10691.698899999958
2237,[0 1 1],453.0855,10691.698899999958
2238,[0 2 1],453.26,10704.651399999959
2239,[2 0 0],453.4,10689.995199999961
2240,[0 0 0],453.085,10708.715199999959
2241,[2 2 1],453.4167,10695.45519999996
2242,[1 1 0],453.53,10693.11519999996
2243,[0 1 0],453.94,10681.92219999996
2244,[0 0 1],453.927,10689.995199999961
2245,[2 2 2],453.8472,10685.80659999996
2246,[2 1 1],454.21,10685.80659999996
2247,[2 2 2],453.62,10676.92419999996
2248,[1 2 2],453.71,10676.92419999996
2249,[0 2 2],453.69,10678.99419999996
2250,[0 0 2],453.71,10678.53419999996
2251,[2 2 1],453.88,10678.99419999996
2252,[2 2 2],453.95,10699.983999999959
2253,[2 0 2],454.28,10699.983999999959
2254,[0 0 2],454.61,10699.983999999959
2255,[1 0 2],454.63,10699.983999999959
2256,[2 0 0],454.8,10700.443999999958
2257,[0 2 2],455.43,10700.443999999958
2258,[2 2 2],455.51,10700.443999999958
2259,[2 1 2],455.2301,10700.443999999958
2260,[2 2 0],455.31,10697.038999999959
2261,[1 0 0],454.83,10697.038999999959
2262,[0 1 2],455.13,10685.99899999996
2263,[0 1 2],454.5769,10692.89899999996
2264,[2 1 2],454.78,10680.17769999996
2265,[1 2 0],455.37,10694.297699999961
2266,[1 0 0],455.54,10694.297699999961
2267,[0 1 2],455.6,10698.20769999996
2268,[0 1 1],455.11,10699.587699999962
2269,[1 1 0],455.63,10688.397599999962
2270,[1 0 0],455.5,10700.45769999996
2271,[1 0 2],455.61,10697.46269999996
2272,[1 0 1],455.6686,10699.99269999996
2273,[2 0 1],455.47,10701.320499999962
2274,[1 2 0],455.5,10702.88049999996
2275,[2 0 0],455.79,10711.46829999996
2276,[1 2 1],456.1,10709.12049999996
2277,[1 0 0],455.75,10716.140499999961
2278,[1 2 0],455.24,10718.48829999996
2279,[1 2 0],455.315,10720.906299999959
2280,[0 2 0],455.195,10724.71269999996
2281,[1 2 1],454.92,10716.94389999996
2282,[1 1 0],454.85,10704.83049999996
2283,[0 2 2],454.83,10699.37049999996
2284,[2 0 2],454.755,10699.37049999996
2285,[1 2 1],454.75,10699.37049999996
2286,[2 0 1],454.585,10699.315699999961
2287,[2 2 1],454.87,10685.82169999996
2288,[0 2 0],454.74,10695.017899999963
2289,[1 1 0],454.655,10684.082299999962
2290,[0 0 0],454.86,10689.565699999961
2291,[1 2 0],454.6,10696.585699999961
2292,[2 1 0],454.86,10698.925699999962
2293,[1 1 1],454.8,10699.674499999963
2294,[0 0 1],454.818,10703.59789999996
2295,[2 0 0],454.55,10690.532899999962
2296,[0 1 2],454.18,10687.233499999962
2297,[1 0 2],454.01,10687.233499999962
2298,[0 1 1],454.33,10683.323499999962
2299,[0 0 1],454.2,10690.711699999963
2300,[2 0 1],453.82,10687.731699999964
2301,[2 1 0],453.66,10681.101699999963
2302,[2 0 2],453.43,10686.639699999963
2303,[2 0 0],453.62,10686.639699999963
2304,[0 1 1],453.545,10686.639699999963
2305,[2 2 1],453.495,10682.389699999963
2306,[1 1 2],453.38,10682.171299999965
2307,[0 0 0],453.12,10682.171299999965
2308,[1 2 2],453.155,10682.171299999965
2309,[1 0 1],453.1603,10682.976299999964
2310,[0 0 1],453.09,10682.975799999966
2311,[2 1 2],452.935,10681.265999999965
2312,[1 1 1],452.945,10672.145999999964
2313,[2 1 0],453.2,10675.035999999965
2314,[0 1 1],453.445,10675.808499999966
2315,[1 2 1],453.7199,10675.268499999966
2316,[2 2 1],453.69,10675.268499999966
2317,[1 0 0],453.6095,10674.878499999966
2318,[0 2 1],453.49,10674.488499999963
2319,[2 0 1],453.625,10682.288499999966
2320,[2 0 2],453.7,10669.028499999964
2321,[1 2 2],453.67,10669.028499999964
2322,[2 1 0],453.44,10668.338499999963
2323,[0 1 1],453.72,10640.425999999963
2324,[1 2 2],453.62,10633.085999999963
2325,[1 2 2],453.425,10633.085999999963
2326,[2 2 1],453.8991,10628.600999999962
2327,[0 0 0],453.655,10625.13599999996
2328,[1 1 0],453.885,10622.602699999961
2329,[2 1 0],454.15,10626.683699999961
2330,[0 0 2],454.63,10627.44599999996
2331,[2 2 0],454.67,10627.44599999996
2332,[2 2 0],454.86,10627.44599999996
2333,[2 0 2],454.88,10627.44599999996
2334,[2 1 1],454.675,10627.44599999996
2335,[0 1 2],454.85,10644.59099999996
2336,[1 2 0],454.8307,10656.46599999996
2337,[2 2 1],455.13,10656.46599999996
2338,[1 1 1],454.79,10662.240999999962
2339,[1 0 1],454.63,10663.057199999961
2340,[1 2 0],454.66,10663.65779999996
2341,[2 2 1],454.77,10661.470999999961
2342,[1 2 2],454.53,10666.47599999996
2343,[0 1 2],454.58,10666.47599999996
2344,[2 0 0],454.36,10671.22599999996
2345,[0 0 1],454.29,10680.22599999996
2346,[0 0 2],453.94,10686.23099999996
2347,[1 0 2],454.06,10691.233499999958
2348,[2 2 0],454.15,10682.37599999996
2349,[0 0 0],454.06,10682.37599999996
2350,[0 2 1],454.2074,10682.37599999996
2351,[2 2 0],454.0876,10693.810499999961
2352,[2 1 1],453.6,10691.15399999996
2353,[2 2 2],454.225,10683.792799999961
2354,[1 1 0],454.12,10683.792799999961
2355,[0 0 0],454.1597,10681.37779999996
2356,[0 2 1],454.4675,10682.29089999996
2357,[0 0 1],454.1301,10689.413599999958
2358,[1 2 0],453.79,10681.64339999996
2359,[2 0 0],453.49,10673.89609999996
2360,[0 0 1],453.54,10673.924199999961
2361,[2 1 1],453.565,10678.983099999961
2362,[2 0 0],453.685,10683.695499999962
2363,[1 2 2],453.9,10685.58969999996
2364,[2 0 0],453.8095,10685.58969999996
2365,[0 1 0],453.93,10685.58969999996
2366,[1 2 2],453.8,10696.13719999996
2367,[1 0 2],453.41,10696.13719999996
2368,[2 0 2],453.495,10687.16719999996
2369,[0 1 2],453.5774,10687.16719999996
2370,[0 1 1],453.57,10673.29969999996
2371,[1 0 2],453.9233,10658.45719999996
2372,[0 0 2],453.8,10655.41719999996
2373,[2 0 1],453.61,10655.41719999996
2374,[0 2 2],453.75,10644.50719999996
2375,[0 1 2],453.7,10644.50719999996
2376,[2 1 2],453.79,10647.16469999996
2377,[0 2 2],453.67,10647.13219999996
2378,[2 2 1],453.79,10647.13219999996
2379,[1 0 0],453.79,10654.092999999959
2380,[1 1 1],454.0539,10662.947999999958
2381,[0 2 2],454.155,10667.067499999957
2382,[2 0 0],454.28,10667.067499999957
2383,[0 0 0],454.46,10667.067499999957
2384,[1 2 0],454.545,10667.067499999957
2385,[0 1 0],454.45,10669.022499999957
2386,[2 1 2],454.315,10666.837499999958
2387,[0 0 1],454.2468,10679.962499999958
2388,[1 1 1],454.17,10687.864999999958
2389,[1 1 2],454.205,10687.334999999957
2390,[0 2 0],454.2,10682.509999999957
2391,[2 1 1],454.43,10682.509999999957
2392,[2 2 2],454.41,10690.297499999957
2393,[1 0 2],454.41,10690.297499999957
2394,[2 2 2],454.495,10690.297499999957
2395,[1 2 0],454.58,10690.297499999957
2396,[1 2 0],454.39,10692.252499999957
2397,[1 2 2],454.415,10687.882499999956
2398,[0 0 2],454.41,10688.457499999957
2399,[2 1 0],454.52,10688.342499999957
2400,[2 0 0],454.46,10683.094999999958
2401,[1 2 2],454.68,10699.847499999958
2402,[0 1 2],454.3,10699.847499999958
2403,[2 0 0],454.35,10698.847499999958
2404,[0 2 2],454.4248,10688.052499999958
2405,[1 2 2],454.3932,10688.052499999958
2406,[1 0 1],454.335,10687.325699999958
2407,[2 0 1],454.1301,10686.113099999959
2408,[1 2 1],454.2,10697.90949999996
2409,[2 2 0],454.23,10692.196099999957
2410,[2 0 2],454.18,10700.273399999958
2411,[0 1 1],453.905,10700.273399999958
2412,[2 2 0],454.24,10696.595899999958
2413,[1 1 2],454.16,10696.595899999958
2414,[1 1 0],454.19,10694.755899999958
2415,[2 0 0],453.95,10695.445899999959
2416,[0 2 2],454.01,10695.445899999959
2417,[1 0 0],453.74,10695.445899999959
2418,[1 2 2],453.61,10689.23589999996
2419,[2 1 2],453.655,10686.24589999996
2420,[1 0 1],453.65,10687.03339999996
2421,[1 0 2],453.485,10680.357199999959
2422,[1 0 1],453.46,10668.689699999959
2423,[1 1 0],453.515,10667.92329999996
2424,[0 1 0],453.3133,10664.67229999996
2425,[2 0 2],453.495,10652.90029999996
2426,[1 2 2],453.61,10650.19779999996
2427,[2 1 2],453.196,10650.19779999996
2428,[1 2 2],453.2445,10648.69779999996
2429,[2 2 1],453.39,10648.69779999996
2430,[0 2 1],453.5948,10650.899999999958
2431,[1 2 1],453.49,10653.618099999958
2432,[2 1 1],453.599,10645.14039999996
2433,[0 0 1],453.6501,10643.61579999996
2434,[2 2 1],453.43,10650.923099999958
2435,[1 0 0],453.55,10649.76039999996
2436,[1 1 2],453.311,10634.368099999958
2437,[2 2 1],453.1,10634.368099999958
2438,[0 2 2],453.25,10631.064799999956
2439,[1 0 0],453.3296,10631.064799999956
2440,[2 0 0],453.39,10632.895599999956
2441,[1 1 2],453.145,10632.895599999956
2442,[0 0 0],453.15,10627.260599999956
2443,[0 2 0],453.2782,10627.375599999956
2444,[1 0 1],453.14,10630.324199999957
2445,[1 2 2],453.155,10627.171299999956
2446,[1 0 2],452.97,10627.516299999956
2447,[1 1 0],452.93,10623.261299999958
2448,[1 1 0],453.17,10622.341299999956
2449,[1 2 0],453.15,10627.861299999957
2450,[0 1 2],453.3777,10627.401299999956
2451,[1 2 0],453.51,10632.638399999956
2452,[1 0 0],453.54,10635.681299999957
2453,[1 0 2],453.4,10636.371299999957
2454,[0 0 2],453.335,10633.151299999956
2455,[1 2 1],453.3499,10631.656299999957
2456,[1 1 1],453.37,10632.133099999955
2457,[2 1 1],453.36,10632.701699999958
2458,[0 2 2],453.19,10633.730299999956
2459,[1 2 2],453.11,10633.730299999956
2460,[1 2 0],452.94,10631.890299999955
2461,[0 1 2],452.72,10627.980299999956
2462,[2 2 1],452.651,10622.920299999956
2463,[1 0 0],452.53,10627.540299999953
2464,[1 2 0],452.54,10629.834899999954
2465,[2 0 2],452.7591,10634.085299999953
2466,[1 1 1],452.665,10634.085299999953
2467,[2 0 1],452.45,10631.915899999953
2468,[0 1 0],452.31,10629.990899999955
2469,[2 0 1],452.3,10629.621299999953
2470,[0 0 1],452.215,10625.763599999955
2471,[2 1 0],452.19,10613.828599999955
2472,[1 1 0],452.355,10621.913599999954
2473,[1 2 0],452.5913,10624.223599999954
2474,[0 2 0],452.4999,10626.148599999955
2475,[0 2 0],452.355,10618.063599999956
2476,[1 0 0],452.39,10610.363599999953
2477,[2 2 2],452.2,10608.823599999954
2478,[1 0 2],452.36,10608.823599999954
2479,[0 1 1],452.43,10612.503599999955
2480,[1 0 2],452.55,10614.243599999952
2481,[2 0 2],452.48,10617.003599999953
2482,[1 0 2],452.52,10617.003599999953
2483,[1 2 2],452.49,10617.923599999951
2484,[0 1 2],452.5084,10617.233599999952
2485,[2 1 2],452.66,10617.656799999952
2486,[2 0 0],452.39,10608.55429999995
2487,[1 2 0],452.45,10606.594299999952
2488,[0 0 1],452.45,10606.594299999952
2489,[1 1 2],452.0901,10610.044699999951
2490,[1 2 2],452.285,10610.044699999951
2491,[0 2 2],452.41,10614.527399999952
2492,[2 2 2],452.495,10617.402399999952
2493,[1 2 1],452.55,10617.402399999952
2494,[0 0 1],452.31,10618.72919999995
2495,[0 2 0],452.18,10613.13739999995
2496,[1 2 1],452.1916,10610.122399999951
2497,[2 0 1],452.0401,10610.39919999995
2498,[0 2 1],452.12,10597.859199999952
2499,[2 1 0],452.125,10607.73919999995
2500,[1 1 2],452.17,10613.05919999995
2501,[0 1 0],452.25,10613.05919999995
2502,[0 1 2],452.07,10609.18419999995
2503,[2 2 0],452.06,10591.80919999995
2504,[2 1 1],451.87,10591.80919999995
2505,[1 1 2],451.92,10583.30659999995
2506,[1 1 0],451.7601,10571.586599999951
2507,[2 2 2],451.735,10584.33159999995
2508,[2 2 1],451.76,10584.33159999995
2509,[0 0 0],451.7,10590.730799999948
2510,[1 0 1],451.7,10600.99079999995
2511,[2 2 1],451.72,10599.47079999995
2512,[2 0 2],451.9709,10599.47079999995
2513,[0 2 0],452.08,10599.47079999995
2514,[1 1 2],452.015,10599.47079999995
2515,[2 2 0],452.02,10597.97579999995
2516,[0 1 0],451.85,10597.97579999995
2517,[2 0 1],451.9,10589.85079999995
2518,[2 2 0],451.58,10602.260799999949
2519,[2 0 2],451.69,10602.235699999948
2520,[1 0 1],451.655,10602.235699999948
2521,[0 0 0],451.7401,10601.436499999947
2522,[1 1 1],451.75,10603.431699999948
2523,[2 0 2],451.805,10603.424999999948
2524,[2 0 2],451.76,10603.424999999948
2525,[0 1 1],451.73,10603.424999999948
2526,[1 1 2],451.81,10618.238999999949
2527,[0 1 1],451.83,10629.03649999995
2528,[2 2 2],451.83,10625.56499999995
2529,[1 2 1],451.71,10625.56499999995
2530,[1 0 0],451.6111,10622.89499999995
2531,[0 2 2],451.6848,10620.52529999995
2532,[1 2 2],451.5,10622.220399999951
2533,[2 2 0],451.35,10617.96999999995
2534,[2 0 2],451.43,10617.96999999995
2535,[2 0 2],451.56,10617.96999999995
2536,[2 1 2],451.48,10617.96999999995
2537,[0 2 2],451.78,10621.40999999995
2538,[0 0 0],451.8,10621.40999999995
2539,[1 1 2],451.93,10621.40999999995
2540,[0 1 0],452.08,10624.39999999995
2541,[0 2 0],451.925,10627.849999999951
2542,[1 0 2],452.12,10624.28499999995
2543,[1 0 1],451.95,10628.769999999951
2544,[0 0 2],451.9,10624.934999999952
2545,[0 2 0],451.93,10623.78499999995
2546,[0 2 1],451.73,10624.47499999995
2547,[0 1 2],451.87,10619.744999999952
2548,[2 2 1],452.035,10622.964999999951
2549,[2 2 0],451.76,10623.73499999995
2550,[0 0 2],451.89,10617.15149999995
2551,[0 2 2],451.985,10617.15149999995
2552,[1 1 2],452.01,10617.15149999995
2553,[1 0 0],451.9,10617.72649999995
2554,[1 2 1],452.0,10615.196499999949
2555,[0 0 2],452.04,10617.43149999995
2556,[2 2 2],451.995,10618.35149999995
2557,[1 2 1],451.76,10618.35149999995
2558,[0 2 2],451.715,10612.99809999995
2559,[2 1 1],451.68,10611.96309999995
2560,[0 2 0],451.35,10615.52809999995
2561,[2 2 1],450.085,10615.53259999995
2562,[2 2 2],450.0,10614.031099999951
2563,[1 1 2],449.79,10614.031099999951
2564,[0 2 2],449.77,10609.201099999951
2565,[2 0 0],449.38,10608.74109999995
2566,[1 2 1],449.56,10608.74109999995
2567,[0 2 0],449.56,10612.78039999995
2568,[0 2 1],449.21,10612.70119999995
2569,[0 1 0],449.56,10604.57589999995
2570,[0 2 0],449.075,10612.75609999995
2571,[1 0 2],448.85,10601.74109999995
2572,[2 1 1],448.5,10596.56609999995
2573,[2 0 0],448.89,10592.418299999952
2574,[1 1 0],448.8,10597.19109999995
2575,[0 2 1],448.8,10602.151099999952
2576,[0 2 1],448.93,10599.071099999954
2577,[2 1 0],448.89,10601.381099999953
2578,[1 2 1],448.9,10588.291099999955
2579,[2 0 2],448.6,10593.681099999954
2580,[1 0 1],448.815,10593.681099999954
2581,[2 1 1],448.77,10598.646099999954
2582,[1 1 0],448.92,10599.686099999955
2583,[2 0 0],449.0,10593.926099999955
2584,[1 2 2],448.77,10593.086099999955
2585,[2 0 1],448.81,10593.086099999955
2586,[1 1 2],448.85,10596.089099999956
2587,[2 0 2],448.8,10596.089099999956
2588,[2 2 1],449.05,10596.089099999956
2589,[2 1 0],448.99,10599.939099999956
2590,[1 2 2],448.9,10593.779099999956
2591,[1 1 0],449.1096,10593.779099999956
2592,[0 2 1],449.06,10598.599899999957
2593,[0 1 0],449.08,10597.659099999955
2594,[2 1 1],449.0103,10598.129099999956
2595,[1 1 0],449.11,10603.689099999956
2596,[0 2 0],449.02,10602.804099999956
2597,[1 1 2],449.01,10602.874099999957
2598,[0 2 1],449.1,10602.644099999956
2599,[2 0 0],449.28,10604.914099999958
2600,[2 1 0],449.205,10604.974099999958
2601,[0 1 0],449.2,10603.75409999996
2602,[1 1 2],449.35,10601.874099999959
2603,[1 0 2],449.24,10602.35409999996
2604,[2 2 0],449.35,10598.88409999996
2605,[1 0 1],449.26,10598.88409999996
2606,[0 2 0],449.24,10596.794099999957
2607,[1 0 0],449.37,10596.374099999959
2608,[2 2 2],449.27,10599.364099999959
2609,[1 2 2],449.4837,10599.364099999959
2610,[0 1 2],449.49,10604.279199999959
2611,[2 0 1],449.36,10604.42409999996
2612,[0 0 2],449.01,10608.651399999957
2613,[2 2 1],449.265,10608.651399999957
2614,[0 2 0],449.43,10610.576399999958
2615,[1 0 2],449.23,10614.041399999956
2616,[0 0 1],449.5,10614.041399999956
2617,[1 0 1],449.2,10607.111399999956
2618,[0 2 1],449.0197,10612.116399999955
2619,[2 2 0],449.015,10617.121399999956
2620,[2 2 2],449.02,10601.721399999957
2621,[0 1 0],448.93,10601.721399999957
2622,[2 0 2],448.82,10612.721399999957
2623,[1 1 2],448.81,10614.721399999957
2624,[1 2 0],448.85,10614.721399999957
2625,[1 2 0],448.79,10614.721399999957
2626,[1 0 2],448.84,10613.341399999956
2627,[0 1 1],448.54,10614.491399999955
2628,[2 0 1],448.85,10607.511399999956
2629,[0 1 1],448.54,10612.901399999955
2630,[2 2 1],448.84,10609.821399999955
2631,[0 2 2],448.67,10609.051399999957
2632,[1 1 0],448.835,10609.051399999957
2633,[2 0 2],448.79,10612.846399999957
2634,[1 0 1],448.68,10612.846399999957
2635,[2 1 0],448.835,10610.376399999956
2636,[1 1 0],448.8,10612.276399999955
2637,[1 2 2],448.67,10611.756399999957
2638,[0 2 1],448.81,10611.756399999957
2639,[2 0 2],448.9,10612.526399999959
2640,[1 0 1],448.87,10612.526399999959
2641,[2 1 2],448.75,10611.71639999996
2642,[1 0 1],448.56,10612.436399999959
2643,[0 0 2],448.2,10614.086399999956
2644,[1 2 0],448.2,10613.006399999958
2645,[0 1 2],448.21,10613.006399999958
2646,[2 0 1],448.355,10611.576399999958
2647,[1 0 0],448.19,10607.183599999958
2648,[1 2 1],448.12,10605.98359999996
2649,[2 1 1],448.01,10615.993599999958
2650,[0 1 0],448.0,10612.91359999996
2651,[2 1 1],447.21,10626.003599999958
2652,[2 0 1],447.04,10621.383599999957
2653,[0 2 1],448.56,10628.313599999958
2654,[1 2 2],447.15,10636.783599999959
2655,[0 1 2],447.14,10636.783599999959
2656,[2 2 1],447.95,10635.756099999959
